z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,spinAndParity,decayModes,massExcess(keV),massExcessUncertainty,betaMinus(keV),betaMinusUncertainty,positronEmission(keV),positronEmissionUncertainty,neutronSeparationEnergy(keV),neutronSeparationEnergyUncertainty,protonSeparationEnergy(keV),protonSeparationEnergyUncertainty,alpha(keV),alphaUncertainty,twoNeutronSeparationEnergy(keV),twoNeutronSeparationEnergyUncertainty,twoProtonSeparationEnergy(keV),twoProtonSeparationEnergyUncertainty,bindingEnergy(keV),bindingEnergyUncertainty
7,12,19N,0.0,336,ms,3,,BN = 41.80,15856,16,12523,17,-1.758E+4,10,5328,25,1.635E+4,3,-1.553E+4,3,8156,22,4.244E+4,20,6948.5,9
7,12,19N,0.0,336,ms,3,,B2N ? ,15856,16,12523,17,-1.758E+4,10,5328,25,1.635E+4,3,-1.553E+4,3,8156,22,4.244E+4,20,6948.5,9
7,3,10N,0.0,,,,,P = 100.00,3.88E+4,4,,,2.21E+4,4,,,-2.6E+3,4,-1.09E+4,20,,,-1.3E+3,4,3.64E+3,4
7,4,11N,0.0,0.83,mev,3,1/2+,P = 100.00,24366,5,-2.337E+4,6,12694,5,2.25E+4,4,-1378,5,-5.74E+3,3,,,2629,5,5358.4,5
7,5,12N,0.0,11.000,ms,16,1+,EC = 100.00,17338.1,10,-14675,12,16316.1,10,15099,5,600.3,10,-8008.4,14,3.76E+4,4,9290.5,10,6170.11,8
7,6,13N,0.0,9.965,m,4,1/2-,EC = 100.00,5345.5,3,-17770,10,1198.5,3,20063.9,10,1943.5,3,-9495.9,9,35163,5,17900.2,3,7238.863,21
7,7,14N,0.0,STABLE,,,1+,,2863.41683,22,-5144.36,3,-1178.474,4,10553.4,3,7550.56360,10,-11612.110,15,30617.3,10,25083.9,13,7475.61480,20
7,8,15N,0.0,STABLE,,,1/2-,,101.4381,6,-2754.2,5,-10793.7,8,10833.2968,8,10207.426,4,-10991.186,12,21386.7,3,31038.5,10,7699.46030,20
7,9,16N,0.0,7.13,s,2,2-,B- = 100.00,5683.9,23,10420.9,23,-9032,4,2488.8,23,11478.2,24,-10110,3,13322.1,23,32558,21,7373.80,14
7,9,16N,0.0,7.13,s,2,2-,BA = 1.2E-3,5683.9,23,10420.9,23,-9032,4,2488.8,23,11478.2,24,-10110,3,13322.1,23,32558,21,7373.80,14
8,17,25O,0.0,6.3E-9,ps,+11-6,(3/2+),N = 100.00,2.733E+4,17,1.599E+4,19,-2.97E+4,5,-757,8,2.69E+4,4,-2.07E+4,6,3.43E+3,21,5.14E+4,10,6728,7
8,18,26O,0.0,4.5,ps,+32-34,0+,2N = 100.00,3.466E+4,16,1.599E+4,20,,,739,10,2.86E+4,5,-2.14E+4,3,-18,5,,,6497,6
8,18,26O,0.0,4.5,ps,+32-34,0+,N?  ,3.466E+4,16,1.599E+4,20,,,739,10,2.86E+4,5,-2.14E+4,3,-18,5,,,6497,6
8,15,23O,0.0,97,ms,8,1/2+,B- = 100.00,1.462E+4,12,1.134E+4,13,-2.31E+4,4,2.73E+3,13,2.443E+4,24,-2.022E+4,16,9.58E+3,12,4.56E+4,6,7163,5
8,15,23O,0.0,97,ms,8,1/2+,BN = 7.00,1.462E+4,12,1.134E+4,13,-2.31E+4,4,2.73E+3,13,2.443E+4,24,-2.022E+4,16,9.58E+3,12,4.56E+4,6,7163,5
8,16,24O,0.0,72,ms,5,0+,B- = 100.00,1.850E+4,16,1.096E+4,19,-2.95E+4,4,4.19E+3,20,2.55E+4,5,-2.14E+4,3,6.93E+3,17,4.97E+4,3,7040,7
8,16,24O,0.0,72,ms,5,0+,BN = 41.00,1.850E+4,16,1.096E+4,19,-2.95E+4,4,4.19E+3,20,2.55E+4,5,-2.14E+4,3,6.93E+3,17,4.97E+4,3,7040,7
8,19,27O,,260,ns,LT,,N ? ,4.47E+4,5,1.95E+4,5,,,-1.9E+3,5,,,-2.19E+4,11,-1.2E+3,5,,,6185,19
8,10,18O,0.0,STABLE,,,0+,,-782.8163,6,-1655.9,5,-14918,19,8045.3702,10,15942,15,-6227.625,4,12188.4503,11,29055,4,7767.09810,20
8,13,21O,0.0,3.42,s,10,(5/2+),B- = 100.00,8062,12,8110,12,-1.819E+4,13,3805,12,2.099E+4,8,-15395,21,11413,12,3.893E+4,10,7389.4,6
8,14,22O,0.0,2250,ms,90,0+,B- = 100.00,9.28E+3,6,6.49E+3,6,-2.350E+4,22,6.85E+3,6,2.324E+4,15,-1.806E+4,6,1.066E+4,6,4.280E+4,24,7365,3
8,14,22O,0.0,2250,ms,90,0+,BN LT 22.00,9.28E+3,6,6.49E+3,6,-2.350E+4,22,6.85E+3,6,2.324E+4,15,-1.806E+4,6,1.066E+4,6,4.280E+4,24,7365,3
8,11,19O,0.0,26.88,s,5,5/2+,B- = 100.00,3333,3,4820,3,-13545,17,3956,3,17069,19,-8965,3,12001,3,32277,18,7566.50,14
8,12,20O,0.0,13.51,s,5,0+,B- = 100.00,3796.2,9,3813.6,9,-1.899E+4,8,7608,3,19349,16,-12323,4,11563.6,9,3.570E+4,3,7568.57,4
8,20,28O,,100,ns,LT,0+,N ? ,5.21E+4,7,1.87E+4,7,,,0,AP,,,,,-1.3E+3,7,,,5988,25
8,3,11O,,,,,,,,,,,2.235E+4,6,,,-1.6E+3,4,,,,,-4.25E+3,6,3162,5
8,4,12O,0.0,0.40,mev,25,0+,P  ,32013,12,,,13653,12,2.380E+4,6,-359,13,-5476,22,,,-1737,12,4882.0,10
8,5,13O,0.0,8.58,ms,5,(3/2-),EC = 100.00,23115,10,-1.89E+4,5,16748,10,16969,15,1512,10,-8220,10,4.077E+4,6,2112,10,5811.8,7
8,5,13O,0.0,8.58,ms,5,(3/2-),EP = 11.30,23115,10,-1.89E+4,5,16748,10,16969,15,1512,10,-8220,10,4.077E+4,6,2112,10,5811.8,7
8,6,14O,0.0,70.620,s,15,0+,EC = 100.00,8007.78,3,-2.396E+4,4,4122.37,3,23179,10,4626.7,3,-10115.81,7,40148,12,6570.16,3,7052.2783,18
8,7,15O,0.0,122.24,s,16,1/2-,EC = 100.00,2855.6,5,-13711,14,1732.2,5,13223.5,5,7296.8,5,-10218.7,5,36402,10,14847.3,5,7463.69,3
8,8,16O,0.0,STABLE,,,0+,,-4737.0022,3,-15412,5,-11442.9,23,15663.9,5,12127.4113,6,-7161.9180,3,28887.42,3,22334.838,4,7976.20720,20
8,9,17O,0.0,STABLE,,,5/2+,,-808.7642,6,-2760.47,25,-9701,15,4143.0801,8,13781.6,23,-6358.6894,7,19807.0,5,25259.9,8,7750.72910,20
9,18,27F,0.0,5.0,ms,2,(5/2+),B- = 100.00,2.513E+4,12,1.808E+4,15,-2.06E+4,5,1.61E+3,6,1.682E+4,20,-1.40E+4,4,2.34E+3,15,4.54E+4,5,6880,4
9,18,27F,0.0,5.0,ms,2,(5/2+),BN = 90.00,2.513E+4,12,1.808E+4,15,-2.06E+4,5,1.61E+3,6,1.682E+4,20,-1.40E+4,4,2.34E+3,15,4.54E+4,5,6880,4
9,18,27F,0.0,5.0,ms,2,(5/2+),B2N ? ,2.513E+4,12,1.808E+4,15,-2.06E+4,5,1.61E+3,6,1.682E+4,20,-1.40E+4,4,2.34E+3,15,4.54E+4,5,6880,4
9,18,27F,0.0,5.0,ms,2,(5/2+),B3N ? ,2.513E+4,12,1.808E+4,15,-2.06E+4,5,1.61E+3,6,1.682E+4,20,-1.40E+4,4,2.34E+3,15,4.54E+4,5,6880,4
9,19,28F,0.0,0.046,as,AP,,N  ,3.340E+4,12,2.210E+4,17,-1.97E+4,7,-199,6,1.86E+4,5,-1.60E+4,4,1.41E+3,6,,,6627,4
9,16,25F,0.0,80,ms,9,5/2+,B- = 100.00,1.133E+4,10,1.337E+4,10,-1.702E+4,19,4.28E+3,14,1.446E+4,19,-1.632E+4,17,8.09E+3,10,4.00E+4,4,7336,4
9,16,25F,0.0,80,ms,9,5/2+,BN = 19.50,1.133E+4,10,1.337E+4,10,-1.702E+4,19,4.28E+3,14,1.446E+4,19,-1.632E+4,17,8.09E+3,10,4.00E+4,4,7336,4
9,16,25F,0.0,80,ms,9,5/2+,B2N ? ,1.133E+4,10,1.337E+4,10,-1.702E+4,19,4.28E+3,14,1.446E+4,19,-1.632E+4,17,8.09E+3,10,4.00E+4,4,7336,4
9,17,26F,0.0,8.2,ms,9,1+,B- = 100.00,1.867E+4,11,1.819E+4,11,-1.701E+4,20,7.3E+2,14,1.594E+4,20,-1.552E+4,23,5.01E+3,14,4.28E+4,4,7082,4
9,17,26F,0.0,8.2,ms,9,1+,BN = 13.50,1.867E+4,11,1.819E+4,11,-1.701E+4,20,7.3E+2,14,1.594E+4,20,-1.552E+4,23,5.01E+3,14,4.28E+4,4,7082,4
9,17,26F,0.0,8.2,ms,9,1+,B2N ? ,1.867E+4,11,1.819E+4,11,-1.701E+4,20,7.3E+2,14,1.594E+4,20,-1.552E+4,23,5.01E+3,14,4.28E+4,4,7082,4
9,10,19F,0.0,STABLE,,,1/2+,,-1487.4451,8,-3239.50,16,-5842,3,10431.9,5,7993.5998,10,-4013.7991,10,19581.78,25,23935,15,7779.01920,20
9,11,20F,0.0,11.07,s,6,2+,B- = 100.00,-17.46,3,7024.47,3,-4835.6,9,6601.34,3,10639,3,-8126.3,23,17033.2,5,27709,19,7720.1351,15
9,14,23F,0.0,2230,ms,14,5/2+,B- = 100.00,3.29E+3,3,8.44E+3,3,-1.236E+4,13,7.58E+3,4,1.329E+4,7,-1.500E+4,4,1.281E+4,3,3.652E+4,14,7622.3,14
9,14,23F,0.0,2230,ms,14,5/2+,BN LT 14.00,3.29E+3,3,8.44E+3,3,-1.236E+4,13,7.58E+3,4,1.329E+4,7,-1.500E+4,4,1.281E+4,3,3.652E+4,14,7622.3,14
9,15,24F,0.0,382,ms,16,(3+),B- = 100.00,7.54E+3,10,1.350E+4,10,-1.198E+4,19,3.81E+3,10,1.437E+4,16,-1.665E+4,13,1.139E+4,10,3.880E+4,23,7464,4
9,15,24F,0.0,382,ms,16,(3+),BN LT 5.90,7.54E+3,10,1.350E+4,10,-1.198E+4,19,3.81E+3,10,1.437E+4,16,-1.665E+4,13,1.139E+4,10,3.880E+4,23,7464,4
9,12,21F,0.0,4.158,s,20,5/2+,B- = 100.00,-47.6,18,5684.2,18,-9132,12,8101.5,18,11132.7,20,-10343,15,14702.8,18,30482,17,7738.29,9
9,13,22F,0.0,4230,ms,40,(4+),B- = 100.00,2793,12,10818,12,-7.51E+3,6,5230,13,12558,17,-12745,22,13332,12,3.355E+4,8,7624.3,6
9,13,22F,0.0,4230,ms,40,(4+),BN LT 11.0,2793,12,10818,12,-7.51E+3,6,5230,13,12558,17,-12745,22,13332,12,3.355E+4,8,7624.3,6
9,21,30F,0.0,,,,,N  ,4.90E+4,5,2.57E+4,6,,,-7.E+2,7,,,,,6.E+2,5,,,6205,17
9,22,31F,0.0,,,,,B- = 100.00,5.68E+4,5,2.57E+4,6,,,0,AP,,,,,-5.5E+2,10,,,6011,17
9,22,31F,0.0,,,,,BN ? ,5.68E+4,5,2.57E+4,6,,,0,AP,,,,,-5.5E+2,10,,,6011,17
9,22,31F,0.0,,,,,B2N ? ,5.68E+4,5,2.57E+4,6,,,0,AP,,,,,-5.5E+2,10,,,6011,17
9,22,31F,0.0,,,,,B3N ? ,5.68E+4,5,2.57E+4,6,,,0,AP,,,,,-5.5E+2,10,,,6011,17
9,20,29F,0.0,2.67,ms,21,(5/2+),B- = 100.00,4.02E+4,5,2.18E+4,5,,,1.3E+3,5,1.92E+4,9,-1.83E+4,7,1.1E+3,5,,,6444,18
9,20,29F,0.0,2.67,ms,21,(5/2+),BN AP 20.00,4.02E+4,5,2.18E+4,5,,,1.3E+3,5,1.92E+4,9,-1.83E+4,7,1.1E+3,5,,,6444,18
9,20,29F,0.0,2.67,ms,21,(5/2+),B2N ? ,4.02E+4,5,2.18E+4,5,,,1.3E+3,5,1.92E+4,9,-1.83E+4,7,1.1E+3,5,,,6444,18
9,20,29F,0.0,2.67,ms,21,(5/2+),B3N ? ,4.02E+4,5,2.18E+4,5,,,1.3E+3,5,1.92E+4,9,-1.83E+4,7,1.1E+3,5,,,6444,18
9,4,13F,,,,,,,4.20E+4,5,,,1.79E+4,5,,,-2.7E+3,5,,,,,-3.1E+3,5,4.30E+3,4
9,5,14F,0.0,910,kev,100,2-,P  ,3.196E+4,4,,,2.293E+4,4,1.81E+4,5,-1.56E+3,4,-9.3E+3,4,,,-5.E+1,4,5285,3
9,6,15F,0.0,660,kev,2,1/2+,P = 100.00,16567,14,-2.365E+4,7,12689,14,2.347E+4,4,-1270,14,-10224,15,4.16E+4,5,3357,14,6497.5,9
9,7,16F,0.0,40,kev,20,0-,P = 100.00,10675,5,-13312,21,14390,5,13963,15,-531,5,-9088,5,3.743E+4,4,6766,5,6964.0,3
9,8,17F,0.0,64.49,s,16,5/2+,EC = 100.00,1951.70,25,-14548.8,4,1738.47,25,16795,5,600.27,25,-5818.7,4,30758,14,12727.68,25,7542.328,15
9,9,18F,0.0,109.77,m,5,1+,EC = 100.00,873.1,5,-4444.5,6,633.9,5,9149.9,5,5607.1,5,-4415.2,5,25945,5,19388.7,23,7631.64,3
10,10,20Ne,0.0,STABLE,,,0+,,-7041.9322,15,-13892.4,11,-8046.47,3,16865.30,16,12843.4581,17,-4729.8459,16,28502.2,4,20837.0580,17,8032.24120,20
10,11,21Ne,0.0,STABLE,,,3/2+,,-5731.78,4,-3546.919,18,-6706.2,18,6761.16,4,13003.28,5,-7347.93,4,23626.47,16,23643,3,7971.7136,18
10,12,22Ne,0.0,STABLE,,,0+,,-8024.716,18,-2843.32,13,-11840,12,10364.26,4,15266.1,18,-9666.815,18,17125.420,18,26398.8,9,8080.4656,8
10,13,23Ne,0.0,37.24,s,12,5/2+,B- = 100.00,-5154.04,10,4375.81,10,-9.46E+3,3,5200.65,10,15236,12,-10912,3,15564.90,11,27794,12,7955.256,5
10,14,24Ne,0.0,3.38,m,2,0+,B- = 100.00,-5951.6,5,2466.3,5,-1.452E+4,10,8868.9,5,1.653E+4,3,-12172.7,10,14069.6,5,2.981E+4,6,7993.325,21
10,15,25Ne,0.0,602,ms,8,1/2+,B- = 100.00,-2.04E+3,3,7.32E+3,3,-1.439E+4,10,4.16E+3,3,1.687E+4,10,-1.252E+4,3,1.302E+4,3,3.123E+4,13,7839.8,12
10,16,26Ne,0.0,197,ms,2,0+,B- = 100.00,481,18,7342,19,-1.922E+4,11,5.55E+3,3,1.814E+4,10,-1.123E+4,6,9710,18,3.260E+4,17,7751.9,7
10,16,26Ne,0.0,197,ms,2,0+,BN = 0.13,481,18,7342,19,-1.922E+4,11,5.55E+3,3,1.814E+4,10,-1.123E+4,6,9710,18,3.260E+4,17,7751.9,7
10,17,27Ne,0.0,31.5,ms,13,(3/2+),B- = 100.00,7.05E+3,9,1.257E+4,9,-1.910E+4,15,1.50E+3,9,1.891E+4,14,-1.000E+4,15,7.06E+3,10,3.486E+4,19,7520,3
10,17,27Ne,0.0,31.5,ms,13,(3/2+),BN = 2.00,7.05E+3,9,1.257E+4,9,-1.910E+4,15,1.50E+3,9,1.891E+4,14,-1.000E+4,15,7.06E+3,10,3.486E+4,19,7520,3
10,17,27Ne,0.0,31.5,ms,13,(3/2+),B2N ? ,7.05E+3,9,1.257E+4,9,-1.910E+4,15,1.50E+3,9,1.891E+4,14,-1.000E+4,15,7.06E+3,10,3.486E+4,19,7520,3
10,18,28Ne,0.0,20,ms,1,0+,B- = 100.00,1.130E+4,13,1.229E+4,13,-2.313E+4,17,3.82E+3,16,2.112E+4,17,-9.63E+3,21,5.32E+3,13,3.794E+4,21,7388,5
10,18,28Ne,0.0,20,ms,1,0+,BN = 12.00,1.130E+4,13,1.229E+4,13,-2.313E+4,17,3.82E+3,16,2.112E+4,17,-9.63E+3,21,5.32E+3,13,3.794E+4,21,7388,5
10,18,28Ne,0.0,20,ms,1,0+,B2N = 3.70,1.130E+4,13,1.229E+4,13,-2.313E+4,17,3.82E+3,16,2.112E+4,17,-9.63E+3,21,5.32E+3,13,3.794E+4,21,7388,5
10,19,29Ne,0.0,15,ms,3,(3/2+),B- = 100.00,1.840E+4,15,1.572E+4,15,-2.28E+4,5,9.7E+2,20,2.229E+4,19,-1.135E+4,22,4.79E+3,17,4.08E+4,5,7167,5
10,19,29Ne,0.0,15,ms,3,(3/2+),BN = 28.00,1.840E+4,15,1.572E+4,15,-2.28E+4,5,9.7E+2,20,2.229E+4,19,-1.135E+4,22,4.79E+3,17,4.08E+4,5,7167,5
10,19,29Ne,0.0,15,ms,3,(3/2+),B2N = 4.00,1.840E+4,15,1.572E+4,15,-2.28E+4,5,9.7E+2,20,2.229E+4,19,-1.135E+4,22,4.79E+3,17,4.08E+4,5,7167,5
10,19,29Ne,0.0,15,ms,3,(3/2+),B3N ? ,1.840E+4,15,1.572E+4,15,-2.28E+4,5,9.7E+2,20,2.229E+4,19,-1.135E+4,22,4.79E+3,17,4.08E+4,5,7167,5
10,20,30Ne,0.0,7.39,ms,11,0+,B- = 100.00,2.33E+4,3,1.48E+4,3,-2.67E+4,6,3.2E+3,3,2.42E+4,6,-1.38E+4,3,4.2E+3,3,4.34E+4,7,7035,8
10,20,30Ne,0.0,7.39,ms,11,0+,BN = 12.60,2.33E+4,3,1.48E+4,3,-2.67E+4,6,3.2E+3,3,2.42E+4,6,-1.38E+4,3,4.2E+3,3,4.34E+4,7,7035,8
10,20,30Ne,0.0,7.39,ms,11,0+,B2N = 8.90,2.33E+4,3,1.48E+4,3,-2.67E+4,6,3.2E+3,3,2.42E+4,6,-1.38E+4,3,4.2E+3,3,4.34E+4,7,7035,8
10,20,30Ne,0.0,7.39,ms,11,0+,B3N ? ,2.33E+4,3,1.48E+4,3,-2.67E+4,6,3.2E+3,3,2.42E+4,6,-1.38E+4,3,4.2E+3,3,4.34E+4,7,7035,8
10,21,31Ne,0.0,3.4,ms,8,(3/2-),B- = 100.00,3.12E+4,3,1.89E+4,3,-2.67E+4,6,1.7E+2,13,2.51E+4,6,-1.59E+4,6,3.4E+3,3,,,6813,9
10,21,31Ne,0.0,3.4,ms,8,(3/2-),BN ? ,3.12E+4,3,1.89E+4,3,-2.67E+4,6,1.7E+2,13,2.51E+4,6,-1.59E+4,6,3.4E+3,3,,,6813,9
10,22,32Ne,0.0,3.5,ms,9,0+,B- = 100.00,3.70E+4,5,1.84E+4,5,,,2.3E+3,6,2.71E+4,7,-1.75E+4,9,2.4E+3,6,,,6671,16
10,22,32Ne,0.0,3.5,ms,9,0+,B3N ? ,3.70E+4,5,1.84E+4,5,,,2.3E+3,6,2.71E+4,7,-1.75E+4,9,2.4E+3,6,,,6671,16
10,22,32Ne,0.0,3.5,ms,9,0+,BN ? ,3.70E+4,5,1.84E+4,5,,,2.3E+3,6,2.71E+4,7,-1.75E+4,9,2.4E+3,6,,,6671,16
10,22,32Ne,0.0,3.5,ms,9,0+,B2N ? ,3.70E+4,5,1.84E+4,5,,,2.3E+3,6,2.71E+4,7,-1.75E+4,9,2.4E+3,6,,,6671,16
10,23,33Ne,0.0,180,ns,LT,,N  ,4.61E+4,6,2.24E+4,8,,,-1.1E+3,8,,,,,1.2E+3,7,,,6436,18
10,24,34Ne,0.0,60,ns,GT,0+,B- = 100.00,5.28E+4,5,2.12E+4,8,,,1.4E+3,8,,,,,3.0E+2,10,,,6287,15
10,24,34Ne,0.0,60,ns,GT,0+,BN ? ,5.28E+4,5,2.12E+4,8,,,1.4E+3,8,,,,,3.0E+2,10,,,6287,15
10,24,34Ne,0.0,60,ns,GT,0+,B2N ? ,5.28E+4,5,2.12E+4,8,,,1.4E+3,8,,,,,3.0E+2,10,,,6287,15
10,24,34Ne,0.0,60,ns,GT,0+,B3N ? ,5.28E+4,5,2.12E+4,8,,,1.4E+3,8,,,,,3.0E+2,10,,,6287,15
10,9,19Ne,0.0,17.22,s,2,1/2+,EC = 100.00,1752.05,16,-11177,11,2217.50,16,11636.9,4,6410.0,5,-3528.5,5,30891.0,4,12017.12,16,7567.343,8
10,7,17Ne,0.0,109.2,ms,6,1/2-,EC = 100.00,16500.5,4,-1.822E+4,6,13526.8,4,15558,20,1464,5,-9040,10,3.986E+4,7,933.1,6,6640.499,21
10,7,17Ne,0.0,109.2,ms,6,1/2-,EP = 100.00,16500.5,4,-1.822E+4,6,13526.8,4,15558,20,1464,5,-9040,10,3.986E+4,7,933.1,6,6640.499,21
10,7,17Ne,0.0,109.2,ms,6,1/2-,EA  ,16500.5,4,-1.822E+4,6,13526.8,4,15558,20,1464,5,-9040,10,3.986E+4,7,933.1,6,6640.499,21
10,8,18Ne,0.0,1.6670,s,17,0+,EC = 100.00,5317.6,4,-1.972E+4,9,3422.5,6,19254.2,5,3923.1,4,-5115.1,4,34812,20,4523.3,4,7341.258,20
10,5,15Ne,,,,,,,,,,,2.263E+4,7,,,-9.6E+2,8,-9.95E+3,9,,,-2.52E+3,7,4869,4
10,6,16Ne,0.0,9E-21,s,,0+,2P = 100.00,23987,20,,,12290,21,2.430E+4,7,-131,25,-10451,24,,,-1401,20,6083.2,13
11,9,20Na,0.0,447.9,ms,23,2+,EC = 100.00,6850.5,11,-10627.2,22,12870.4,11,14150,11,2190.5,11,-6250,5,3.433E+4,9,8600.6,12,7298.50,6
11,9,20Na,0.0,447.9,ms,23,2+,EA = 20.10,6850.5,11,-10627.2,22,12870.4,11,14150,11,2190.5,11,-6250,5,3.433E+4,9,8600.6,12,7298.50,6
11,8,19Na,0.0,40,ns,LT,(5/2+),P  ,12929,11,-1.891E+4,6,10155,11,2.018E+4,9,-323,11,-6062,18,3.793E+4,6,3600,11,6937.9,6
11,7,18Na,0.0,1.3E-21,s,4,1-,P = 100.00,2.504E+4,9,,,1.870E+4,9,1.775E+4,11,-1.25E+3,9,-9.35E+3,10,,,2.2E+2,9,6202,5
11,6,17Na,,,,,,,3.472E+4,6,,,1.720E+4,6,,,-3.44E+3,6,-9.7E+3,5,,,-3.57E+3,6,5523,4
11,21,32Na,0.0,13.2,ms,4,(3-:4-),B- = 100.00,1.864E+4,4,1.947E+4,4,-1.94E+4,5,1.68E+3,4,1.98E+4,3,-1.719E+4,13,5.98E+3,4,4.49E+4,5,7219.9,12
11,21,32Na,0.0,13.2,ms,4,(3-:4-),BN = 24.00,1.864E+4,4,1.947E+4,4,-1.94E+4,5,1.68E+3,4,1.98E+4,3,-1.719E+4,13,5.98E+3,4,4.49E+4,5,7219.9,12
11,21,32Na,0.0,13.2,ms,4,(3-:4-),B2N = 8.00,1.864E+4,4,1.947E+4,4,-1.94E+4,5,1.68E+3,4,1.98E+4,3,-1.719E+4,13,5.98E+3,4,4.49E+4,5,7219.9,12
11,21,32Na,0.0,13.2,ms,4,(3-:4-),B3N ? ,1.864E+4,4,1.947E+4,4,-1.94E+4,5,1.68E+3,4,1.98E+4,3,-1.719E+4,13,5.98E+3,4,4.49E+4,5,7219.9,12
11,20,31Na,0.0,17.4,ms,4,3/2(+),B- = 100.00,12246,14,15368,14,-2.00E+4,3,4300,15,1.83E+4,3,-1.531E+4,12,6577,16,4.25E+4,5,7398.7,5
11,20,31Na,0.0,17.4,ms,4,3/2(+),BN = 37.00,12246,14,15368,14,-2.00E+4,3,4300,15,1.83E+4,3,-1.531E+4,12,6577,16,4.25E+4,5,7398.7,5
11,20,31Na,0.0,17.4,ms,4,3/2(+),B2N = 0.79,12246,14,15368,14,-2.00E+4,3,4300,15,1.83E+4,3,-1.531E+4,12,6577,16,4.25E+4,5,7398.7,5
11,20,31Na,0.0,17.4,ms,4,3/2(+),B3N ? ,12246,14,15368,14,-2.00E+4,3,4300,15,1.83E+4,3,-1.531E+4,12,6577,16,4.25E+4,5,7398.7,5
11,23,34Na,0.0,5.0,ms,9,,B- = 100.00,3.17E+4,6,2.34E+4,6,-2.22E+4,8,0,AP,2.17E+4,8,-1.97E+4,8,3.1E+3,6,,,6886,18
11,23,34Na,0.0,5.0,ms,9,,BN AP 95.00,3.17E+4,6,2.34E+4,6,-2.22E+4,8,0,AP,2.17E+4,8,-1.97E+4,8,3.1E+3,6,,,6886,18
11,23,34Na,0.0,5.0,ms,9,,B2N ? ,3.17E+4,6,2.34E+4,6,-2.22E+4,8,0,AP,2.17E+4,8,-1.97E+4,8,3.1E+3,6,,,6886,18
11,23,34Na,0.0,5.0,ms,9,,B3N ? ,3.17E+4,6,2.34E+4,6,-2.22E+4,8,0,AP,2.17E+4,8,-1.97E+4,8,3.1E+3,6,,,6886,18
11,22,33Na,0.0,8.1,ms,4,(3/2+),B- = 100.00,2.38E+4,4,1.88E+4,4,-2.34E+4,8,2.9E+3,5,2.05E+4,7,-1.88E+4,7,4.6E+3,5,4.76E+4,7,7090,14
11,22,33Na,0.0,8.1,ms,4,(3/2+),BN = 47.00,2.38E+4,4,1.88E+4,4,-2.34E+4,8,2.9E+3,5,2.05E+4,7,-1.88E+4,7,4.6E+3,5,4.76E+4,7,7090,14
11,22,33Na,0.0,8.1,ms,4,(3/2+),B2N = 13.00,2.38E+4,4,1.88E+4,4,-2.34E+4,8,2.9E+3,5,2.05E+4,7,-1.88E+4,7,4.6E+3,5,4.76E+4,7,7090,14
11,22,33Na,0.0,8.1,ms,4,(3/2+),B3N ? ,2.38E+4,4,1.88E+4,4,-2.34E+4,8,2.9E+3,5,2.05E+4,7,-1.88E+4,7,4.6E+3,5,4.76E+4,7,7090,14
11,25,36Na,0.0,180,ns,LT,,N  ,4.59E+4,7,2.55E+4,10,,,0,AP,,,,,1.9E+3,3,,,6557,19
11,24,35Na,0.0,1.8,ms,5,,B- = 100.00,3.78E+4,7,2.22E+4,7,,,1.9E+3,3,2.23E+4,8,-2.14E+4,9,2.1E+3,8,,,6745,19
11,24,35Na,0.0,1.8,ms,5,,BN ? ,3.78E+4,7,2.22E+4,7,,,1.9E+3,3,2.23E+4,8,-2.14E+4,9,2.1E+3,8,,,6745,19
11,24,35Na,0.0,1.8,ms,5,,B2N ? ,3.78E+4,7,2.22E+4,7,,,1.9E+3,3,2.23E+4,8,-2.14E+4,9,2.1E+3,8,,,6745,19
11,24,35Na,0.0,1.8,ms,5,,B3N ? ,3.78E+4,7,2.22E+4,7,,,1.9E+3,3,2.23E+4,8,-2.14E+4,9,2.1E+3,8,,,6745,19
11,27,38Na,,,,,,,6.19E+4,7,2.78E+4,9,,,-7.0E+2,20,,,,,0,AP,,,6216,19
11,26,37Na,0.0,,,,,B3N ? ,5.31E+4,7,2.49E+4,10,,,8.4E+2,21,,,,,8.4E+2,15,,,6403,19
11,26,37Na,0.0,,,,,B- = 100.00,5.31E+4,7,2.49E+4,10,,,8.4E+2,21,,,,,8.4E+2,15,,,6403,19
11,26,37Na,0.0,,,,,BN ? ,5.31E+4,7,2.49E+4,10,,,8.4E+2,21,,,,,8.4E+2,15,,,6403,19
11,26,37Na,0.0,,,,,B2N ? ,5.31E+4,7,2.49E+4,10,,,8.4E+2,21,,,,,8.4E+2,15,,,6403,19
11,28,39Na,,,,,,,7.00E+4,7,2.72E+4,9,,,0,AP,,,,,-7.E+2,3,,,6056,19
11,10,21Na,0.0,22.49,s,4,3/2+,EC = 100.00,-2184.86,4,-13088.7,8,2524.921,18,17106.7,11,2431.90,4,-6561.5,3,31257,11,15275.35,4,7765.5581,20
11,12,23Na,0.0,STABLE,,,3/2+,,-9529.8535,18,-4056.18,3,-5397.81,10,12419.78,13,8794.109,18,-10467.3243,20,23487.63,4,24060.2,18,8111.49360,20
11,11,22Na,0.0,2.6018,y,22,3+,EC = 100.00,-5181.39,13,-4781.41,16,1821.33,13,11067.85,14,6738.59,14,-8479.4,5,28174.5,11,19741.87,14,7915.662,6
